Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
2,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
3,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
4,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
5,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,30,102,134
,Maj-2,30,102,134
,Dist-2,30,102,134
6,InvProp,30,102,134
,TrivRep,30,102,134
,Maj-1,30,102,134
,Dist-1,30,102,134
,Assoc,30,102,134
,CompAss,30,102,134
,Relev,31,102,135
,Subst,31,102,135
,Maj-2,31,102,135
,Dist-2,31,102,135
7,InvProp,31,102,135
,TrivRep,31,102,135
,Maj-1,31,102,135
,Dist-1,31,102,135
,Assoc,31,102,135
,CompAss,31,102,135
,Relev,31,102,135
,Subst,31,102,135
,Maj-2,31,102,135
,Dist-2,31,102,135
8,InvProp,31,102,135
,TrivRep,31,102,135
,Maj-1,31,102,135
,Dist-1,31,102,135
,Assoc,31,102,135
,CompAss,31,102,135
,Relev,31,102,135
,Subst,31,102,135
,Maj-2,31,102,135
,Dist-2,31,102,135
9,InvProp,31,102,135
,TrivRep,31,102,135
,Maj-1,31,102,135
,Dist-1,31,102,135
,Assoc,31,102,135
,CompAss,31,102,135
,Relev,31,102,135
,Subst,31,102,135
,Maj-2,31,102,135
,Dist-2,31,102,135
10,InvProp,31,102,135
,TrivRep,31,102,135
,Maj-1,31,102,135
,Dist-1,31,102,135
,Assoc,31,102,135
,CompAss,31,102,135
,Relev,31,102,135
,Subst,33,106,141
,Maj-2,33,104,139
,Dist-2,32,104,138
