Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
2,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
3,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
4,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
5,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,23,100,125
,Maj-2,23,100,125
,Dist-2,23,100,125
6,InvProp,23,100,125
,TrivRep,23,100,125
,Maj-1,23,100,125
,Dist-1,23,100,125
,Assoc,23,100,125
,CompAss,23,100,125
,Relev,23,100,125
,Subst,23,100,125
,Maj-2,23,100,125
,Dist-2,23,100,125
7,InvProp,23,100,125
,TrivRep,23,100,125
,Maj-1,23,100,125
,Dist-1,23,100,125
,Assoc,23,100,125
,CompAss,23,100,125
,Relev,23,100,125
,Subst,23,100,125
,Maj-2,23,100,125
,Dist-2,23,100,125
8,InvProp,23,100,125
,TrivRep,23,100,125
,Maj-1,23,100,125
,Dist-1,23,100,125
,Assoc,23,100,125
,CompAss,23,100,125
,Relev,23,100,125
,Subst,23,100,125
,Maj-2,23,100,125
,Dist-2,23,100,125
9,InvProp,23,100,125
,TrivRep,23,100,125
,Maj-1,23,100,125
,Dist-1,23,100,125
,Assoc,23,100,125
,CompAss,23,100,125
,Relev,23,100,125
,Subst,32,113,147
,Maj-2,32,111,145
,Dist-2,27,106,135
10,InvProp,27,106,135
,TrivRep,27,106,135
,Maj-1,27,106,135
,Dist-1,27,106,135
,Assoc,27,106,135
,CompAss,27,106,135
,Relev,27,106,135
,Subst,27,106,135
,Maj-2,27,106,135
,Dist-2,27,106,135
