Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,20,96,118
,Subst,20,96,118
,Maj-2,20,96,118
,Dist-2,20,96,118
2,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,20,96,118
3,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,20,96,118
,Subst,20,96,118
,Maj-2,20,96,118
,Dist-2,20,96,118
4,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
5,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
6,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
7,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,22,96,120
8,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,22,96,120
9,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
10,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
