Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,24,96,122
,Subst,24,96,122
,Maj-2,24,96,122
,Dist-2,24,96,122
2,InvProp,24,96,122
,TrivRep,24,96,122
,Maj-1,24,96,122
,Dist-1,24,96,122
,Assoc,24,96,122
,CompAss,24,96,122
,Relev,24,96,122
,Subst,24,96,122
,Maj-2,24,96,122
,Dist-2,24,96,122
3,InvProp,24,96,122
,TrivRep,24,96,122
,Maj-1,24,96,122
,Dist-1,24,96,122
,Assoc,24,96,122
,CompAss,24,96,122
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
4,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
5,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
6,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
7,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,27,100,129
,Maj-2,27,100,129
,Dist-2,27,100,129
8,InvProp,27,100,129
,TrivRep,27,100,129
,Maj-1,27,100,129
,Dist-1,27,100,129
,Assoc,27,100,129
,CompAss,27,100,129
,Relev,27,100,129
,Subst,27,100,129
,Maj-2,27,100,129
,Dist-2,27,100,129
9,InvProp,27,100,129
,TrivRep,27,100,129
,Maj-1,27,100,129
,Dist-1,27,100,129
,Assoc,27,100,129
,CompAss,27,100,129
,Relev,27,100,129
,Subst,27,100,129
,Maj-2,27,100,129
,Dist-2,27,100,129
10,InvProp,27,100,129
,TrivRep,27,100,129
,Maj-1,27,100,129
,Dist-1,27,100,129
,Assoc,27,100,129
,CompAss,27,100,129
,Relev,27,100,129
,Subst,27,100,129
,Maj-2,27,100,129
,Dist-2,27,100,129
