Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,20,96,118
,Subst,20,96,118
,Maj-2,20,96,118
,Dist-2,20,96,118
2,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,20,96,118
,Subst,20,96,118
,Maj-2,20,96,118
,Dist-2,20,96,118
3,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,20,96,118
,Subst,20,96,118
,Maj-2,20,96,118
,Dist-2,20,96,118
4,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,20,96,118
,Subst,20,96,118
,Maj-2,20,96,118
,Dist-2,20,96,118
5,InvProp,20,96,118
,TrivRep,20,96,118
,Maj-1,20,96,118
,Dist-1,20,96,118
,Assoc,20,96,118
,CompAss,20,96,118
,Relev,22,96,120
,Subst,25,100,127
,Maj-2,25,100,127
,Dist-2,25,100,127
6,InvProp,24,100,126
,TrivRep,24,100,126
,Maj-1,24,100,126
,Dist-1,24,100,126
,Assoc,24,100,126
,CompAss,24,100,126
,Relev,24,100,126
,Subst,24,100,126
,Maj-2,24,100,126
,Dist-2,24,100,126
7,InvProp,24,100,126
,TrivRep,24,100,126
,Maj-1,24,100,126
,Dist-1,24,100,126
,Assoc,24,100,126
,CompAss,24,100,126
,Relev,24,100,126
,Subst,24,100,126
,Maj-2,24,100,126
,Dist-2,24,100,126
8,InvProp,24,100,126
,TrivRep,24,100,126
,Maj-1,24,100,126
,Dist-1,24,100,126
,Assoc,24,100,126
,CompAss,24,100,126
,Relev,25,100,127
,Subst,25,100,127
,Maj-2,25,100,127
,Dist-2,25,100,127
9,InvProp,25,100,127
,TrivRep,25,100,127
,Maj-1,25,100,127
,Dist-1,25,100,127
,Assoc,25,100,127
,CompAss,25,100,127
,Relev,25,100,127
,Subst,25,100,127
,Maj-2,25,100,127
,Dist-2,25,100,127
10,InvProp,25,100,127
,TrivRep,25,100,127
,Maj-1,25,100,127
,Dist-1,25,100,127
,Assoc,25,100,127
,CompAss,25,100,127
,Relev,25,100,127
,Subst,25,100,127
,Maj-2,25,100,127
,Dist-2,25,100,127
11,InvProp,25,100,127
,TrivRep,25,100,127
,Maj-1,25,100,127
,Dist-1,25,100,127
,Assoc,25,100,127
,CompAss,25,100,127
,Relev,26,100,128
,Subst,26,100,128
,Maj-2,26,100,128
,Dist-2,25,100,127
12,InvProp,25,100,127
,TrivRep,25,100,127
,Maj-1,25,100,127
,Dist-1,25,100,127
,Assoc,25,100,127
,CompAss,25,100,127
,Relev,26,100,128
,Subst,28,104,134
,Maj-2,28,104,134
,Dist-2,28,104,134
13,InvProp,28,104,134
,TrivRep,28,104,134
,Maj-1,28,104,134
,Dist-1,28,104,134
,Assoc,28,104,134
,CompAss,28,104,134
,Relev,28,104,134
,Subst,28,104,134
,Maj-2,28,104,134
,Dist-2,28,104,134
14,InvProp,28,104,134
,TrivRep,28,104,134
,Maj-1,28,104,134
,Dist-1,28,104,134
,Assoc,28,104,134
,CompAss,28,104,134
,Relev,28,104,134
,Subst,28,104,134
,Maj-2,28,104,134
,Dist-2,28,104,134
15,InvProp,28,104,134
,TrivRep,28,104,134
,Maj-1,28,104,134
,Dist-1,28,104,134
,Assoc,28,104,134
,CompAss,28,104,134
,Relev,28,104,134
,Subst,28,104,134
,Maj-2,28,104,134
,Dist-2,28,104,134
16,InvProp,28,104,134
,TrivRep,28,104,134
,Maj-1,28,104,134
,Dist-1,28,104,134
,Assoc,28,104,134
,CompAss,28,104,134
,Relev,28,104,134
,Subst,41,119,162
,Maj-2,41,119,162
,Dist-2,41,119,162
17,InvProp,41,119,162
,TrivRep,41,119,162
,Maj-1,41,119,162
,Dist-1,41,119,162
,Assoc,41,119,162
,CompAss,41,119,162
,Relev,42,119,163
,Subst,42,119,163
,Maj-2,42,119,163
,Dist-2,42,119,163
18,InvProp,42,119,163
,TrivRep,42,119,163
,Maj-1,42,119,163
,Dist-1,42,119,163
,Assoc,42,119,163
,CompAss,42,119,163
,Relev,42,119,163
,Subst,42,119,163
,Maj-2,42,119,163
,Dist-2,42,119,163
19,InvProp,42,119,163
,TrivRep,42,119,163
,Maj-1,42,119,163
,Dist-1,42,119,163
,Assoc,42,119,163
,CompAss,42,119,163
,Relev,42,119,163
,Subst,42,119,163
,Maj-2,42,119,163
,Dist-2,42,119,163
20,InvProp,42,119,163
,TrivRep,42,119,163
,Maj-1,42,119,163
,Dist-1,42,119,163
,Assoc,42,119,163
,CompAss,42,119,163
,Relev,43,119,164
,Subst,43,119,164
,Maj-2,43,119,164
,Dist-2,43,119,164
