Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,24,96,122
,Subst,24,96,122
,Maj-2,24,96,122
,Dist-2,23,96,121
2,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,24,96,122
,Subst,24,96,122
,Maj-2,24,96,122
,Dist-2,24,96,122
3,InvProp,24,96,122
,TrivRep,24,96,122
,Maj-1,24,96,122
,Dist-1,24,96,122
,Assoc,24,96,122
,CompAss,24,96,122
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
4,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
5,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
6,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,25,96,123
,Maj-2,25,96,123
,Dist-2,25,96,123
7,InvProp,25,96,123
,TrivRep,25,96,123
,Maj-1,25,96,123
,Dist-1,25,96,123
,Assoc,25,96,123
,CompAss,25,96,123
,Relev,25,96,123
,Subst,36,114,152
,Maj-2,36,114,152
,Dist-2,36,114,152
8,InvProp,36,114,152
,TrivRep,37,114,153
,Maj-1,37,114,153
,Dist-1,37,114,153
,Assoc,37,114,153
,CompAss,37,114,153
,Relev,37,114,153
,Subst,37,114,153
,Maj-2,37,114,153
,Dist-2,36,114,152
9,InvProp,36,114,152
,TrivRep,36,114,152
,Maj-1,36,114,152
,Dist-1,36,115,153
,Assoc,36,115,153
,CompAss,36,115,153
,Relev,37,115,154
,Subst,37,115,154
,Maj-2,37,115,154
,Dist-2,36,115,153
10,InvProp,36,115,153
,TrivRep,36,115,153
,Maj-1,36,115,153
,Dist-1,36,115,153
,Assoc,36,115,153
,CompAss,36,115,153
,Relev,36,115,153
,Subst,36,115,153
,Maj-2,36,115,153
,Dist-2,36,115,153
11,InvProp,36,115,153
,TrivRep,36,115,153
,Maj-1,36,115,153
,Dist-1,36,115,153
,Assoc,36,115,153
,CompAss,36,115,153
,Relev,36,115,153
,Subst,36,115,153
,Maj-2,36,115,153
,Dist-2,35,115,152
12,InvProp,35,115,152
,TrivRep,35,115,152
,Maj-1,35,115,152
,Dist-1,35,115,152
,Assoc,35,115,152
,CompAss,35,115,152
,Relev,35,115,152
,Subst,35,115,152
,Maj-2,35,115,152
,Dist-2,35,115,152
13,InvProp,35,115,152
,TrivRep,35,115,152
,Maj-1,35,115,152
,Dist-1,35,115,152
,Assoc,35,115,152
,CompAss,35,115,152
,Relev,35,115,152
,Subst,35,115,152
,Maj-2,35,115,152
,Dist-2,35,115,152
14,InvProp,35,115,152
,TrivRep,35,115,152
,Maj-1,35,115,152
,Dist-1,35,115,152
,Assoc,35,115,152
,CompAss,35,115,152
,Relev,35,115,152
,Subst,35,115,152
,Maj-2,35,115,152
,Dist-2,35,115,152
15,InvProp,35,115,152
,TrivRep,35,115,152
,Maj-1,35,115,152
,Dist-1,35,115,152
,Assoc,35,115,152
,CompAss,35,115,152
,Relev,36,115,153
,Subst,45,125,172
,Maj-2,45,125,172
,Dist-2,45,125,172
16,InvProp,45,125,172
,TrivRep,45,125,172
,Maj-1,45,125,172
,Dist-1,45,125,172
,Assoc,45,125,172
,CompAss,45,125,172
,Relev,45,125,172
,Subst,45,125,172
,Maj-2,45,125,172
,Dist-2,45,125,172
17,InvProp,45,125,172
,TrivRep,45,125,172
,Maj-1,45,125,172
,Dist-1,45,125,172
,Assoc,45,125,172
,CompAss,45,125,172
,Relev,45,125,172
,Subst,45,125,172
,Maj-2,45,125,172
,Dist-2,45,125,172
18,InvProp,45,125,172
,TrivRep,45,125,172
,Maj-1,45,125,172
,Dist-1,45,125,172
,Assoc,45,125,172
,CompAss,45,125,172
,Relev,45,125,172
,Subst,45,125,172
,Maj-2,45,125,172
,Dist-2,45,125,172
19,InvProp,45,125,172
,TrivRep,45,125,172
,Maj-1,45,125,172
,Dist-1,45,125,172
,Assoc,45,125,172
,CompAss,45,125,172
,Relev,45,125,172
,Subst,47,129,178
,Maj-2,47,129,178
,Dist-2,47,129,178
20,InvProp,47,129,178
,TrivRep,48,129,179
,Maj-1,48,129,179
,Dist-1,48,129,179
,Assoc,48,129,179
,CompAss,48,129,179
,Relev,48,129,179
,Subst,48,129,179
,Maj-2,48,129,179
,Dist-2,47,129,178
