Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
2,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,21,96,119
3,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,21,96,119
,Subst,21,96,119
,Maj-2,21,96,119
,Dist-2,21,96,119
4,InvProp,21,96,119
,TrivRep,21,96,119
,Maj-1,21,96,119
,Dist-1,21,96,119
,Assoc,21,96,119
,CompAss,21,96,119
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,22,96,120
5,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,22,96,120
6,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,22,96,120
7,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,95,119
,Dist-2,22,95,119
8,InvProp,22,95,119
,TrivRep,22,95,119
,Maj-1,22,95,119
,Dist-1,22,95,119
,Assoc,22,95,119
,CompAss,22,95,119
,Relev,22,95,119
,Subst,22,95,119
,Maj-2,22,95,119
,Dist-2,22,95,119
9,InvProp,22,95,119
,TrivRep,22,95,119
,Maj-1,22,95,119
,Dist-1,22,95,119
,Assoc,22,95,119
,CompAss,22,95,119
,Relev,22,95,119
,Subst,22,95,119
,Maj-2,22,95,119
,Dist-2,22,95,119
10,InvProp,22,95,119
,TrivRep,22,95,119
,Maj-1,22,95,119
,Dist-1,22,95,119
,Assoc,22,95,119
,CompAss,22,95,119
,Relev,22,95,119
,Subst,22,95,119
,Maj-2,22,95,119
,Dist-2,22,95,119
11,InvProp,22,95,119
,TrivRep,22,95,119
,Maj-1,22,95,119
,Dist-1,22,95,119
,Assoc,22,95,119
,CompAss,22,95,119
,Relev,23,95,120
,Subst,27,102,131
,Maj-2,27,102,131
,Dist-2,27,102,131
12,InvProp,27,102,131
,TrivRep,27,102,131
,Maj-1,27,102,131
,Dist-1,27,102,131
,Assoc,27,102,131
,CompAss,27,102,131
,Relev,27,102,131
,Subst,27,102,131
,Maj-2,27,102,131
,Dist-2,27,102,131
13,InvProp,27,102,131
,TrivRep,27,102,131
,Maj-1,27,102,131
,Dist-1,27,102,131
,Assoc,27,102,131
,CompAss,27,102,131
,Relev,27,102,131
,Subst,27,102,131
,Maj-2,27,102,131
,Dist-2,27,102,131
14,InvProp,27,102,131
,TrivRep,27,102,131
,Maj-1,27,102,131
,Dist-1,27,102,131
,Assoc,27,102,131
,CompAss,27,102,131
,Relev,27,102,131
,Subst,27,102,131
,Maj-2,27,102,131
,Dist-2,27,102,131
15,InvProp,27,102,131
,TrivRep,27,102,131
,Maj-1,27,102,131
,Dist-1,27,102,131
,Assoc,27,102,131
,CompAss,27,102,131
,Relev,27,102,131
,Subst,30,110,142
,Maj-2,30,110,142
,Dist-2,30,110,142
16,InvProp,30,110,142
,TrivRep,30,110,142
,Maj-1,30,110,142
,Dist-1,30,110,142
,Assoc,30,110,142
,CompAss,30,110,142
,Relev,30,110,142
,Subst,30,110,142
,Maj-2,30,110,142
,Dist-2,30,110,142
17,InvProp,30,110,142
,TrivRep,30,110,142
,Maj-1,30,110,142
,Dist-1,30,110,142
,Assoc,30,110,142
,CompAss,30,110,142
,Relev,31,110,143
,Subst,31,110,143
,Maj-2,31,110,143
,Dist-2,30,110,142
18,InvProp,30,110,142
,TrivRep,30,110,142
,Maj-1,30,110,142
,Dist-1,30,110,142
,Assoc,30,110,142
,CompAss,30,110,142
,Relev,30,110,142
,Subst,30,110,142
,Maj-2,30,110,142
,Dist-2,30,110,142
19,InvProp,30,110,142
,TrivRep,30,110,142
,Maj-1,30,110,142
,Dist-1,30,110,142
,Assoc,30,110,142
,CompAss,30,110,142
,Relev,30,110,142
,Subst,32,114,148
,Maj-2,32,114,148
,Dist-2,32,114,148
20,InvProp,32,114,148
,TrivRep,32,114,148
,Maj-1,32,114,148
,Dist-1,32,114,148
,Assoc,32,114,148
,CompAss,32,114,148
,Relev,32,114,148
,Subst,32,114,148
,Maj-2,32,114,148
,Dist-2,32,114,148
