Iteration,Step,Inverter,Other,Total
0,None,147,191,340
1,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,43,191,236
,Subst,43,191,236
,Maj-2,43,191,236
,Dist-2,43,191,236
2,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,43,191,236
,Subst,43,191,236
,Maj-2,43,191,236
,Dist-2,43,191,236
3,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,43,191,236
,Subst,43,191,236
,Maj-2,43,191,236
,Dist-2,43,191,236
4,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,44,191,237
,Subst,44,191,237
,Maj-2,44,191,237
,Dist-2,43,191,236
5,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,44,191,237
,Subst,57,209,268
,Maj-2,57,209,268
,Dist-2,57,209,268
6,InvProp,57,209,268
,TrivRep,57,209,268
,Maj-1,57,209,268
,Dist-1,57,209,268
,Assoc,57,209,268
,CompAss,57,209,268
,Relev,57,209,268
,Subst,57,209,268
,Maj-2,57,209,268
,Dist-2,57,209,268
7,InvProp,57,209,268
,TrivRep,57,209,268
,Maj-1,57,209,268
,Dist-1,57,209,268
,Assoc,57,209,268
,CompAss,57,209,268
,Relev,57,209,268
,Subst,57,209,268
,Maj-2,57,209,268
,Dist-2,57,209,268
8,InvProp,57,209,268
,TrivRep,57,209,268
,Maj-1,57,209,268
,Dist-1,57,209,268
,Assoc,57,209,268
,CompAss,57,209,268
,Relev,57,209,268
,Subst,57,209,268
,Maj-2,57,209,268
,Dist-2,57,209,268
9,InvProp,57,209,268
,TrivRep,57,209,268
,Maj-1,57,209,268
,Dist-1,57,209,268
,Assoc,57,209,268
,CompAss,57,209,268
,Relev,58,209,269
,Subst,69,223,294
,Maj-2,69,223,294
,Dist-2,69,223,294
10,InvProp,69,223,294
,TrivRep,69,223,294
,Maj-1,69,223,294
,Dist-1,69,223,294
,Assoc,69,223,294
,CompAss,69,223,294
,Relev,69,223,294
,Subst,69,223,294
,Maj-2,69,223,294
,Dist-2,69,223,294
11,InvProp,69,223,294
,TrivRep,69,223,294
,Maj-1,69,223,294
,Dist-1,69,223,294
,Assoc,69,223,294
,CompAss,69,223,294
,Relev,69,223,294
,Subst,69,223,294
,Maj-2,69,223,294
,Dist-2,69,223,294
12,InvProp,69,223,294
,TrivRep,69,223,294
,Maj-1,69,223,294
,Dist-1,69,223,294
,Assoc,69,223,294
,CompAss,69,223,294
,Relev,70,223,295
,Subst,70,223,295
,Maj-2,70,223,295
,Dist-2,70,223,295
13,InvProp,70,223,295
,TrivRep,70,223,295
,Maj-1,70,223,295
,Dist-1,70,223,295
,Assoc,70,223,295
,CompAss,70,223,295
,Relev,70,223,295
,Subst,70,223,295
,Maj-2,70,223,295
,Dist-2,70,223,295
14,InvProp,70,223,295
,TrivRep,70,223,295
,Maj-1,70,223,295
,Dist-1,70,223,295
,Assoc,70,223,295
,CompAss,70,223,295
,Relev,71,223,296
,Subst,71,223,296
,Maj-2,71,223,296
,Dist-2,70,223,295
15,InvProp,70,223,295
,TrivRep,70,223,295
,Maj-1,70,223,295
,Dist-1,70,223,295
,Assoc,70,223,295
,CompAss,70,223,295
,Relev,70,223,295
,Subst,70,223,295
,Maj-2,70,223,295
,Dist-2,70,223,295
16,InvProp,70,223,295
,TrivRep,70,223,295
,Maj-1,70,223,295
,Dist-1,70,223,295
,Assoc,70,223,295
,CompAss,70,223,295
,Relev,70,223,295
,Subst,72,229,303
,Maj-2,72,229,303
,Dist-2,72,229,303
17,InvProp,72,229,303
,TrivRep,72,229,303
,Maj-1,72,229,303
,Dist-1,72,229,303
,Assoc,72,229,303
,CompAss,72,229,303
,Relev,72,229,303
,Subst,72,229,303
,Maj-2,72,229,303
,Dist-2,72,229,303
18,InvProp,72,229,303
,TrivRep,72,229,303
,Maj-1,72,229,303
,Dist-1,72,229,303
,Assoc,72,229,303
,CompAss,72,229,303
,Relev,72,229,303
,Subst,72,229,303
,Maj-2,72,229,303
,Dist-2,72,229,303
19,InvProp,72,229,303
,TrivRep,72,229,303
,Maj-1,72,229,303
,Dist-1,72,229,303
,Assoc,72,229,303
,CompAss,72,229,303
,Relev,72,229,303
,Subst,72,229,303
,Maj-2,72,229,303
,Dist-2,72,229,303
20,InvProp,72,229,303
,TrivRep,72,229,303
,Maj-1,72,229,303
,Dist-1,72,229,303
,Assoc,72,229,303
,CompAss,72,229,303
,Relev,73,229,304
,Subst,74,234,310
,Maj-2,74,232,308
,Dist-2,73,231,306
