Iteration,Step,Inverter,Other,Total
0,None,147,191,340
1,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,44,191,237
,Subst,44,191,237
,Maj-2,44,191,237
,Dist-2,44,191,237
2,InvProp,43,191,236
,TrivRep,43,191,236
,Maj-1,43,191,236
,Dist-1,43,191,236
,Assoc,43,191,236
,CompAss,43,191,236
,Relev,44,191,237
,Subst,44,191,237
,Maj-2,44,191,237
,Dist-2,44,191,237
3,InvProp,44,191,237
,TrivRep,44,191,237
,Maj-1,44,191,237
,Dist-1,44,191,237
,Assoc,44,191,237
,CompAss,44,191,237
,Relev,46,191,239
,Subst,46,191,239
,Maj-2,46,191,239
,Dist-2,44,191,237
4,InvProp,44,191,237
,TrivRep,44,191,237
,Maj-1,44,191,237
,Dist-1,44,191,237
,Assoc,44,191,237
,CompAss,44,191,237
,Relev,44,191,237
,Subst,44,191,237
,Maj-2,44,191,237
,Dist-2,44,191,237
5,InvProp,44,191,237
,TrivRep,44,191,237
,Maj-1,44,191,237
,Dist-1,44,191,237
,Assoc,44,191,237
,CompAss,44,191,237
,Relev,44,191,237
,Subst,54,203,259
,Maj-2,54,203,259
,Dist-2,54,203,259
6,InvProp,54,203,259
,TrivRep,54,203,259
,Maj-1,54,203,259
,Dist-1,54,203,259
,Assoc,54,203,259
,CompAss,54,203,259
,Relev,55,203,260
,Subst,55,203,260
,Maj-2,55,203,260
,Dist-2,55,203,260
7,InvProp,55,203,260
,TrivRep,55,203,260
,Maj-1,55,203,260
,Dist-1,55,203,260
,Assoc,55,203,260
,CompAss,55,203,260
,Relev,56,203,261
,Subst,56,203,261
,Maj-2,56,203,261
,Dist-2,56,203,261
8,InvProp,56,203,261
,TrivRep,56,203,261
,Maj-1,56,203,261
,Dist-1,56,203,261
,Assoc,56,203,261
,CompAss,56,203,261
,Relev,56,203,261
,Subst,56,203,261
,Maj-2,56,203,261
,Dist-2,56,203,261
9,InvProp,56,203,261
,TrivRep,56,203,261
,Maj-1,56,203,261
,Dist-1,56,203,261
,Assoc,56,203,261
,CompAss,56,203,261
,Relev,56,203,261
,Subst,56,203,261
,Maj-2,56,203,261
,Dist-2,56,203,261
10,InvProp,56,203,261
,TrivRep,56,203,261
,Maj-1,56,203,261
,Dist-1,56,203,261
,Assoc,56,203,261
,CompAss,56,203,261
,Relev,56,203,261
,Subst,56,203,261
,Maj-2,56,203,261
,Dist-2,56,203,261
11,InvProp,56,203,261
,TrivRep,56,203,261
,Maj-1,56,203,261
,Dist-1,56,203,261
,Assoc,56,203,261
,CompAss,56,203,261
,Relev,56,203,261
,Subst,62,211,275
,Maj-2,62,211,275
,Dist-2,62,211,275
12,InvProp,62,211,275
,TrivRep,62,211,275
,Maj-1,62,211,275
,Dist-1,62,211,275
,Assoc,62,211,275
,CompAss,62,211,275
,Relev,62,211,275
,Subst,62,211,275
,Maj-2,62,211,275
,Dist-2,62,211,275
13,InvProp,62,211,275
,TrivRep,62,211,275
,Maj-1,62,211,275
,Dist-1,62,211,275
,Assoc,62,211,275
,CompAss,62,211,275
,Relev,63,211,276
,Subst,63,211,276
,Maj-2,63,211,276
,Dist-2,62,211,275
14,InvProp,62,211,275
,TrivRep,62,211,275
,Maj-1,62,211,275
,Dist-1,62,211,275
,Assoc,62,211,275
,CompAss,62,211,275
,Relev,62,211,275
,Subst,62,211,275
,Maj-2,62,211,275
,Dist-2,62,211,275
15,InvProp,62,211,275
,TrivRep,62,211,275
,Maj-1,62,211,275
,Dist-1,62,211,275
,Assoc,62,211,275
,CompAss,62,211,275
,Relev,62,211,275
,Subst,66,215,283
,Maj-2,66,215,283
,Dist-2,66,215,283
16,InvProp,66,215,283
,TrivRep,66,215,283
,Maj-1,66,215,283
,Dist-1,66,215,283
,Assoc,66,215,283
,CompAss,66,215,283
,Relev,66,215,283
,Subst,66,215,283
,Maj-2,66,215,283
,Dist-2,66,215,283
17,InvProp,66,215,283
,TrivRep,66,215,283
,Maj-1,66,215,283
,Dist-1,66,215,283
,Assoc,66,215,283
,CompAss,66,215,283
,Relev,67,215,284
,Subst,67,215,284
,Maj-2,67,215,284
,Dist-2,66,215,283
18,InvProp,66,215,283
,TrivRep,66,215,283
,Maj-1,66,215,283
,Dist-1,66,215,283
,Assoc,66,215,283
,CompAss,66,215,283
,Relev,66,215,283
,Subst,66,215,283
,Maj-2,66,215,283
,Dist-2,66,215,283
19,InvProp,66,215,283
,TrivRep,66,215,283
,Maj-1,66,215,283
,Dist-1,66,215,283
,Assoc,66,215,283
,CompAss,66,215,283
,Relev,67,215,284
,Subst,66,219,287
,Maj-2,66,217,285
,Dist-2,66,217,285
20,InvProp,66,217,285
,TrivRep,67,217,286
,Maj-1,67,217,286
,Dist-1,67,217,286
,Assoc,67,217,286
,CompAss,67,217,286
,Relev,67,217,286
,Subst,67,217,286
,Maj-2,67,217,286
,Dist-2,66,217,285
