Iteration,Step,Inverter,Other,Total
0,None,147,191,340
1,InvProp,42,191,235
,TrivRep,42,191,235
,Maj-1,42,191,235
,Dist-1,42,191,235
,Assoc,42,191,235
,CompAss,42,191,235
,Relev,42,191,235
,Subst,42,191,235
,Maj-2,42,191,235
,Dist-2,42,191,235
2,InvProp,42,191,235
,TrivRep,42,191,235
,Maj-1,42,191,235
,Dist-1,42,191,235
,Assoc,42,191,235
,CompAss,42,191,235
,Relev,42,191,235
,Subst,42,191,235
,Maj-2,42,191,235
,Dist-2,42,191,235
3,InvProp,42,191,235
,TrivRep,42,191,235
,Maj-1,42,191,235
,Dist-1,42,191,235
,Assoc,42,191,235
,CompAss,42,191,235
,Relev,42,191,235
,Subst,42,191,235
,Maj-2,42,191,235
,Dist-2,42,191,235
4,InvProp,42,191,235
,TrivRep,42,191,235
,Maj-1,42,191,235
,Dist-1,42,191,235
,Assoc,42,191,235
,CompAss,42,191,235
,Relev,43,191,236
,Subst,43,191,236
,Maj-2,43,191,236
,Dist-2,42,191,235
5,InvProp,42,191,235
,TrivRep,42,191,235
,Maj-1,42,191,235
,Dist-1,42,191,235
,Assoc,42,191,235
,CompAss,42,191,235
,Relev,42,191,235
,Subst,44,197,243
,Maj-2,44,197,243
,Dist-2,44,197,243
6,InvProp,44,197,243
,TrivRep,44,197,243
,Maj-1,44,197,243
,Dist-1,44,197,243
,Assoc,44,197,243
,CompAss,44,197,243
,Relev,44,197,243
,Subst,44,197,243
,Maj-2,44,197,243
,Dist-2,44,197,243
7,InvProp,44,197,243
,TrivRep,44,197,243
,Maj-1,44,197,243
,Dist-1,44,197,243
,Assoc,44,197,243
,CompAss,44,197,243
,Relev,44,197,243
,Subst,44,197,243
,Maj-2,44,197,243
,Dist-2,44,197,243
8,InvProp,44,197,243
,TrivRep,44,197,243
,Maj-1,44,197,243
,Dist-1,44,197,243
,Assoc,44,197,243
,CompAss,44,197,243
,Relev,46,197,245
,Subst,46,197,245
,Maj-2,46,197,245
,Dist-2,45,197,244
9,InvProp,45,197,244
,TrivRep,45,197,244
,Maj-1,45,197,244
,Dist-1,45,197,244
,Assoc,45,197,244
,CompAss,45,197,244
,Relev,45,197,244
,Subst,45,197,244
,Maj-2,45,197,244
,Dist-2,45,197,244
10,InvProp,45,197,244
,TrivRep,45,197,244
,Maj-1,45,197,244
,Dist-1,45,197,244
,Assoc,45,197,244
,CompAss,45,197,244
,Relev,45,197,244
,Subst,45,197,244
,Maj-2,45,197,244
,Dist-2,45,197,244
11,InvProp,45,197,244
,TrivRep,45,197,244
,Maj-1,45,197,244
,Dist-1,45,197,244
,Assoc,45,197,244
,CompAss,45,197,244
,Relev,45,197,244
,Subst,45,197,244
,Maj-2,45,197,244
,Dist-2,45,197,244
12,InvProp,45,197,244
,TrivRep,45,197,244
,Maj-1,45,197,244
,Dist-1,45,197,244
,Assoc,45,197,244
,CompAss,45,197,244
,Relev,45,197,244
,Subst,45,201,248
,Maj-2,45,199,246
,Dist-2,45,199,246
13,InvProp,45,199,246
,TrivRep,45,199,246
,Maj-1,45,199,246
,Dist-1,45,199,246
,Assoc,45,199,246
,CompAss,45,199,246
,Relev,45,199,246
,Subst,45,199,246
,Maj-2,45,199,246
,Dist-2,45,199,246
14,InvProp,45,199,246
,TrivRep,45,199,246
,Maj-1,45,199,246
,Dist-1,45,199,246
,Assoc,45,199,246
,CompAss,45,199,246
,Relev,45,199,246
,Subst,45,199,246
,Maj-2,45,199,246
,Dist-2,45,199,246
15,InvProp,45,199,246
,TrivRep,45,199,246
,Maj-1,45,199,246
,Dist-1,45,199,246
,Assoc,45,199,246
,CompAss,45,199,246
,Relev,45,199,246
,Subst,45,199,246
,Maj-2,45,199,246
,Dist-2,45,199,246
16,InvProp,45,199,246
,TrivRep,45,199,246
,Maj-1,45,199,246
,Dist-1,45,199,246
,Assoc,45,199,246
,CompAss,45,199,246
,Relev,45,199,246
,Subst,50,205,257
,Maj-2,50,205,257
,Dist-2,50,205,257
17,InvProp,50,205,257
,TrivRep,50,205,257
,Maj-1,50,205,257
,Dist-1,50,205,257
,Assoc,50,205,257
,CompAss,50,205,257
,Relev,51,205,258
,Subst,51,205,258
,Maj-2,51,205,258
,Dist-2,50,205,257
18,InvProp,50,205,257
,TrivRep,50,205,257
,Maj-1,50,205,257
,Dist-1,50,205,257
,Assoc,50,205,257
,CompAss,50,205,257
,Relev,50,205,257
,Subst,50,205,257
,Maj-2,50,205,257
,Dist-2,50,205,257
19,InvProp,50,205,257
,TrivRep,50,205,257
,Maj-1,50,205,257
,Dist-1,50,205,257
,Assoc,50,205,257
,CompAss,50,205,257
,Relev,50,205,257
,Subst,50,205,257
,Maj-2,50,205,257
,Dist-2,50,205,257
20,InvProp,50,205,257
,TrivRep,50,205,257
,Maj-1,50,205,257
,Dist-1,50,205,257
,Assoc,50,205,257
,CompAss,50,205,257
,Relev,51,205,258
,Subst,60,227,289
,Maj-2,60,227,289
,Dist-2,60,227,289
