Iteration,Step,Inverter,Other,Total
0,None,79,96,177
1,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,22,96,120
2,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,22,96,120
3,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,22,96,120
,Subst,22,96,120
,Maj-2,22,96,120
,Dist-2,22,96,120
4,InvProp,22,96,120
,TrivRep,22,96,120
,Maj-1,22,96,120
,Dist-1,22,96,120
,Assoc,22,96,120
,CompAss,22,96,120
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
5,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
6,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
7,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,23,96,121
,Maj-2,23,96,121
,Dist-2,23,96,121
8,InvProp,23,96,121
,TrivRep,23,96,121
,Maj-1,23,96,121
,Dist-1,23,96,121
,Assoc,23,96,121
,CompAss,23,96,121
,Relev,23,96,121
,Subst,36,111,149
,Maj-2,36,111,149
,Dist-2,36,111,149
9,InvProp,36,111,149
,TrivRep,36,111,149
,Maj-1,36,111,149
,Dist-1,36,111,149
,Assoc,36,111,149
,CompAss,36,111,149
,Relev,37,111,150
,Subst,37,111,150
,Maj-2,37,111,150
,Dist-2,37,111,150
10,InvProp,37,111,150
,TrivRep,37,111,150
,Maj-1,37,111,150
,Dist-1,37,111,150
,Assoc,37,111,150
,CompAss,37,111,150
,Relev,38,111,151
,Subst,38,111,151
,Maj-2,38,111,151
,Dist-2,37,111,150
11,InvProp,37,111,150
,TrivRep,37,111,150
,Maj-1,37,111,150
,Dist-1,37,111,150
,Assoc,37,111,150
,CompAss,37,111,150
,Relev,37,111,150
,Subst,37,111,150
,Maj-2,37,111,150
,Dist-2,37,111,150
12,InvProp,37,111,150
,TrivRep,37,111,150
,Maj-1,37,111,150
,Dist-1,37,111,150
,Assoc,37,111,150
,CompAss,37,111,150
,Relev,38,111,151
,Subst,38,111,151
,Maj-2,38,111,151
,Dist-2,38,111,151
13,InvProp,38,111,151
,TrivRep,38,111,151
,Maj-1,38,111,151
,Dist-1,38,111,151
,Assoc,38,111,151
,CompAss,38,111,151
,Relev,38,111,151
,Subst,38,111,151
,Maj-2,38,111,151
,Dist-2,38,111,151
14,InvProp,38,111,151
,TrivRep,38,111,151
,Maj-1,38,111,151
,Dist-1,38,111,151
,Assoc,38,111,151
,CompAss,38,111,151
,Relev,38,111,151
,Subst,38,111,151
,Maj-2,38,111,151
,Dist-2,38,111,151
15,InvProp,38,111,151
,TrivRep,38,111,151
,Maj-1,38,111,151
,Dist-1,38,111,151
,Assoc,38,111,151
,CompAss,38,111,151
,Relev,38,111,151
,Subst,38,111,151
,Maj-2,38,111,151
,Dist-2,38,111,151
16,InvProp,38,111,151
,TrivRep,38,111,151
,Maj-1,38,111,151
,Dist-1,38,111,151
,Assoc,38,111,151
,CompAss,38,111,151
,Relev,38,111,151
,Subst,48,123,173
,Maj-2,48,123,173
,Dist-2,48,123,173
17,InvProp,48,123,173
,TrivRep,48,123,173
,Maj-1,48,123,173
,Dist-1,48,123,173
,Assoc,48,123,173
,CompAss,48,123,173
,Relev,48,123,173
,Subst,48,123,173
,Maj-2,48,123,173
,Dist-2,48,123,173
18,InvProp,48,123,173
,TrivRep,48,123,173
,Maj-1,48,123,173
,Dist-1,48,123,173
,Assoc,48,123,173
,CompAss,48,123,173
,Relev,49,123,174
,Subst,49,123,174
,Maj-2,49,123,174
,Dist-2,48,123,173
19,InvProp,48,123,173
,TrivRep,48,123,173
,Maj-1,48,123,173
,Dist-1,48,123,173
,Assoc,48,123,173
,CompAss,48,123,173
,Relev,50,123,175
,Subst,50,123,175
,Maj-2,50,123,175
,Dist-2,50,123,175
20,InvProp,50,123,175
,TrivRep,50,123,175
,Maj-1,50,123,175
,Dist-1,50,123,175
,Assoc,50,123,175
,CompAss,50,123,175
,Relev,51,123,176
,Subst,51,123,176
,Maj-2,51,123,176
,Dist-2,50,123,175
21,InvProp,50,123,175
,TrivRep,50,123,175
,Maj-1,50,123,175
,Dist-1,50,123,175
,Assoc,50,123,175
,CompAss,50,123,175
,Relev,51,123,176
,Subst,51,123,176
,Maj-2,51,123,176
,Dist-2,50,123,175
22,InvProp,50,123,175
,TrivRep,50,123,175
,Maj-1,50,123,175
,Dist-1,50,123,175
,Assoc,50,123,175
,CompAss,50,123,175
,Relev,52,123,177
,Subst,52,123,177
,Maj-2,52,123,177
,Dist-2,51,123,176
23,InvProp,51,123,176
,TrivRep,51,123,176
,Maj-1,51,123,176
,Dist-1,51,123,176
,Assoc,51,123,176
,CompAss,51,123,176
,Relev,51,123,176
,Subst,51,123,176
,Maj-2,51,123,176
,Dist-2,51,123,176
24,InvProp,51,123,176
,TrivRep,51,123,176
,Maj-1,51,123,176
,Dist-1,51,123,176
,Assoc,51,123,176
,CompAss,51,123,176
,Relev,51,123,176
,Subst,51,123,176
,Maj-2,51,123,176
,Dist-2,51,123,176
25,InvProp,51,123,176
,TrivRep,51,123,176
,Maj-1,51,123,176
,Dist-1,51,123,176
,Assoc,51,123,176
,CompAss,51,123,176
,Relev,51,123,176
,Subst,51,123,176
,Maj-2,51,123,176
,Dist-2,51,123,176
26,InvProp,51,123,176
,TrivRep,51,123,176
,Maj-1,51,123,176
,Dist-1,51,123,176
